id,first_name,last_name,email,gender,ip_address,Lead_ID,Lead_Source,Lead_Creation_Date,Lead_Score,MQL_Flag,MQL_Date,SQL_Flag,SQL_Date,Customer_Flag,Conversion_Date,Customer_ID,Industry,Company_Size,Region,Decision_Maker_Role,ACV_USD,Sales_Cycle_Days,CAC_USD,LTV_USD,Churn_Flag,Churn_Date,Customer_Tenure_Months,Renewals_Count,Expansion_Flag,Logins_Per_Month,Active_Features_Used,Product_Usage_Hours,Tickets_Raised,Avg_Response_Time_Support,NPS_Score,Stage_Probability,Expected_Close_Date,Forecasted_Revenue
790,Gavan,Bardill,gbardilllx@miibeian.gov.cn,Male,214.151.60.145,790,Event,4/27/2024,0,TRUE,6/17/2024,FALSE,7/21/2025,FALSE,8/19/2025,CUST007,Retail,4183,Vietnam,Consultant,28820,98,4646,2957,FALSE,4/27/2024,12,0,FALSE,32,7,173,16,3.6,47,34.3,7/25/2026,18196.3
791,Cesaro,McMenamie,cmcmenamiely@geocities.jp,Male,246.63.51.135,791,Website,2/4/2023,68,FALSE,6/2/2024,TRUE,12/9/2024,TRUE,7/28/2025,CUST005,Manufacturing,7505,US,Head of Ops,7988,69,1195,572,FALSE,7/13/2025,23,4,TRUE,11,3,175,29,48.5,35,95.7,2/20/2026,45019
792,Ezmeralda,Potes,epoteslz@ycombinator.com,Female,152.67.122.30,792,LinkedIn,10/3/2024,59,TRUE,8/10/2024,TRUE,10/4/2023,TRUE,10/17/2025,CUST007,Manufacturing,9539,US,Consultant,38164,46,7214,45126,TRUE,12/4/2025,22,8,TRUE,19,2,384,41,31,65,64.5,4/25/2025,21945.3
793,Huntlee,Goodanew,hgoodanewm0@webnode.com,Male,247.206.38.182,793,LinkedIn,5/10/2023,41,TRUE,2/17/2025,TRUE,10/18/2025,FALSE,6/2/2024,CUST008,Logistics,4085,US,Head of Ops,34868,20,7367,7168,TRUE,4/4/2024,2,3,TRUE,33,3,142,2,24.9,35,3,5/30/2025,9895.8
794,Brenna,Lammie,blammiem1@sun.com,Female,11.50.112.38,794,Website,2/23/2023,89,FALSE,9/14/2023,FALSE,11/13/2025,FALSE,4/15/2024,CUST002,Manufacturing,8093,Thailand,Consultant,39078,60,9029,43587,TRUE,12/25/2025,35,4,FALSE,11,6,260,42,39.6,51,7,11/18/2025,12542.8
795,Ab,Jervoise,ajervoisem2@marketwatch.com,Male,151.255.39.47,795,Event,9/20/2024,97,FALSE,10/16/2023,TRUE,4/1/2023,TRUE,7/7/2025,CUST002,Logistics,2777,US,Head of Ops,6746,2,952,12286,FALSE,9/14/2025,3,4,FALSE,49,3,152,36,1.9,100,1,7/4/2025,49408.9
796,Ginny,Skeermer,gskeermerm3@jalbum.net,Agender,138.51.55.178,796,Google Ads,1/8/2024,27,FALSE,8/31/2024,FALSE,3/10/2024,TRUE,3/6/2024,CUST003,Manufacturing,1009,DACH,Head of Ops,2212,33,3009,33572,TRUE,12/2/2025,8,6,TRUE,28,4,88,17,5.5,82,82.2,10/17/2026,38494.3
797,Kaycee,Flag,kflagm4@ustream.tv,Female,101.204.247.106,797,Website,4/6/2023,42,TRUE,4/24/2023,FALSE,11/17/2025,TRUE,3/17/2024,CUST009,Retail,7089,Vietnam,CTO,3973,47,2265,11449,FALSE,10/9/2025,15,8,FALSE,47,5,324,9,30.1,75,23.3,8/26/2026,9369.4
798,George,Cuniffe,gcuniffem5@nydailynews.com,Male,24.26.40.207,798,Google Ads,11/15/2023,97,FALSE,3/7/2023,FALSE,5/4/2025,TRUE,10/24/2025,CUST010,Tech,895,Vietnam,CEO,34533,96,8278,6968,FALSE,2/15/2024,0,2,TRUE,36,4,451,46,29.7,67,1,12/26/2025,26277.6
799,Val,Toffler,vtofflerm6@sphinn.com,Male,203.19.32.14,799,LinkedIn,2/6/2024,38,FALSE,11/27/2024,FALSE,3/27/2023,FALSE,9/26/2025,CUST008,Retail,4980,US,Head of Ops,4350,40,8469,37360,TRUE,6/10/2024,50,9,FALSE,37,2,291,39,26,20,95.3,6/3/2026,49666.7
800,Dorri,Woodroofe,dwoodroofem7@google.nl,Female,33.146.7.164,800,Website,1/14/2023,20,TRUE,7/2/2025,FALSE,1/10/2024,FALSE,7/17/2025,CUST010,Retail,917,APAC,Consultant,17241,11,9797,44907,TRUE,8/26/2024,17,2,TRUE,4,5,367,8,34.2,60,87.4,3/7/2026,28370.3
801,Danie,Curry,dcurrym8@deviantart.com,Male,255.163.206.230,801,Google Ads,4/29/2023,75,FALSE,5/6/2024,TRUE,11/1/2024,FALSE,3/4/2024,CUST008,Tech,2990,Vietnam,CEO,36014,22,466,45969,TRUE,10/28/2025,11,6,TRUE,27,7,445,2,48,39,18.5,2/19/2026,2664.2
802,Ricky,Dupoy,rdupoym9@soundcloud.com,Female,228.130.14.16,802,LinkedIn,2/16/2024,89,TRUE,10/17/2024,TRUE,10/4/2024,TRUE,7/30/2024,CUST010,Tech,6843,US,CTO,11049,56,3933,29989,FALSE,7/29/2024,34,10,FALSE,7,8,6,9,3.8,49,95.7,1/30/2025,527.3
803,Abbe,Copper,acopperma@slideshare.net,Female,249.26.99.236,803,LinkedIn,4/6/2023,56,TRUE,8/3/2024,TRUE,9/21/2023,FALSE,7/29/2024,CUST002,Retail,5296,Thailand,Head of Ops,21748,32,1334,22453,FALSE,1/27/2025,36,2,FALSE,11,0,113,33,18.4,7,90.3,12/15/2026,4990.8
804,Nil,Roskams,nroskamsmb@squarespace.com,Male,91.71.102.195,804,Website,4/21/2024,100,TRUE,1/20/2024,TRUE,9/27/2024,TRUE,11/21/2024,CUST008,Manufacturing,9147,APAC,CTO,953,25,8698,21842,FALSE,6/9/2024,26,9,TRUE,31,3,39,35,45.5,36,50.7,6/3/2025,15495.9
805,Sarajane,Skentelbery,sskentelberymc@barnesandnoble.com,Female,93.18.47.61,805,Website,8/11/2024,91,FALSE,12/12/2024,TRUE,7/7/2023,FALSE,8/10/2025,CUST004,Retail,4349,Thailand,CEO,43802,71,4118,12065,TRUE,3/23/2024,10,3,FALSE,44,0,300,50,22.6,28,95.8,1/3/2026,1736.6
806,Jarret,Stickney,jstickneymd@dell.com,Male,20.236.75.20,806,Website,9/19/2024,76,FALSE,5/30/2025,FALSE,8/11/2023,TRUE,5/26/2024,CUST005,Logistics,391,Vietnam,Head of Ops,30665,99,9598,2527,FALSE,2/15/2025,27,2,TRUE,34,1,427,23,8.1,71,38.2,1/20/2025,11889.9
807,Genni,Suggitt,gsuggittme@github.io,Female,82.25.125.51,807,Event,2/20/2023,83,TRUE,3/6/2025,TRUE,12/12/2024,FALSE,2/14/2025,CUST007,Logistics,8907,US,CEO,26465,26,5317,23196,FALSE,9/8/2025,40,7,FALSE,32,1,411,33,6,96,94.5,7/24/2026,33865.5
808,Annetta,Southon,asouthonmf@symantec.com,Female,85.42.13.212,808,Website,1/11/2024,2,FALSE,12/10/2023,FALSE,2/13/2024,TRUE,9/28/2024,CUST002,Tech,7025,US,CTO,48196,94,2550,26115,TRUE,9/17/2024,42,6,FALSE,36,3,226,15,3.8,88,70.4,10/17/2026,24296.7
809,Gayle,Luciani,glucianimg@plala.or.jp,Female,167.217.187.251,809,LinkedIn,6/29/2023,19,FALSE,10/3/2023,FALSE,12/20/2024,FALSE,6/24/2024,CUST008,Manufacturing,9108,Thailand,Consultant,5279,17,4477,18901,FALSE,1/17/2025,39,1,FALSE,15,1,14,43,11.1,85,95.2,8/24/2026,47677.4
810,Marleen,Parysiak,mparysiakmh@feedburner.com,Female,153.227.207.173,810,LinkedIn,10/11/2023,41,TRUE,1/3/2024,TRUE,8/20/2023,TRUE,1/16/2024,CUST006,Manufacturing,5604,US,CEO,22974,98,8546,32603,FALSE,4/11/2024,33,8,FALSE,7,3,421,5,10.8,42,23.6,6/22/2026,34390.8
811,Lila,Maber,lmabermi@weibo.com,Female,171.246.215.180,811,Website,10/27/2023,57,TRUE,11/28/2023,FALSE,3/30/2023,TRUE,4/18/2025,CUST005,Retail,377,Vietnam,CEO,19824,70,2468,16699,FALSE,5/23/2024,24,10,FALSE,21,1,86,48,28.5,22,15.8,10/11/2025,27236.5
812,Maxine,Drennan,mdrennanmj@hugedomains.com,Female,32.9.111.39,812,Website,12/29/2023,23,FALSE,4/16/2024,TRUE,4/3/2023,TRUE,11/29/2025,CUST008,Finance,9561,Thailand,Consultant,31943,2,3510,31250,FALSE,8/24/2024,16,5,TRUE,14,8,270,23,20.2,11,32.5,8/23/2025,40504.5
813,Kienan,Assel,kasselmk@etsy.com,Male,34.97.241.59,813,Google Ads,3/2/2023,94,FALSE,12/16/2024,FALSE,7/30/2025,FALSE,2/1/2025,CUST004,Manufacturing,2883,DACH,CEO,46782,28,3729,19990,FALSE,10/16/2025,23,7,TRUE,25,5,54,13,44.8,74,57.5,2/28/2026,17142.7
814,Roana,Radbourn,rradbournml@tinyurl.com,Female,61.79.168.45,814,Google Ads,6/17/2024,73,FALSE,8/15/2025,TRUE,9/21/2024,TRUE,12/31/2024,CUST008,Retail,1640,US,Consultant,47207,94,8503,21414,TRUE,6/27/2024,3,4,FALSE,27,8,471,34,37.4,87,71.5,5/1/2026,40485.3
815,Brittany,Tickle,bticklemm@surveymonkey.com,Female,136.92.112.198,815,Event,2/29/2024,45,TRUE,7/3/2025,FALSE,5/24/2024,FALSE,3/8/2025,CUST010,Finance,9559,US,Consultant,26677,42,3693,40407,TRUE,6/1/2025,22,1,TRUE,11,7,479,21,28.6,84,99.4,1/23/2025,25228.2
816,Sigrid,Mundee,smundeemn@wordpress.com,Female,53.188.73.238,816,Google Ads,9/17/2023,96,TRUE,10/29/2023,TRUE,7/20/2024,FALSE,5/31/2025,CUST005,Retail,9887,APAC,Consultant,25992,83,2674,43000,TRUE,3/1/2025,8,2,FALSE,45,4,310,1,41.1,72,27.7,1/16/2026,48428.1
817,Alberto,McNulty,amcnultymo@wikia.com,Genderfluid,142.197.49.243,817,LinkedIn,11/5/2023,30,FALSE,11/11/2023,TRUE,10/28/2024,FALSE,6/22/2025,CUST010,Finance,1283,Vietnam,Consultant,6183,14,9343,13227,FALSE,6/4/2025,32,4,FALSE,23,2,66,23,6.3,1,51.7,6/16/2026,22368.3
818,Candis,Naismith,cnaismithmp@slideshare.net,Female,157.97.165.249,818,Event,9/5/2024,44,FALSE,10/7/2023,FALSE,5/30/2023,TRUE,12/3/2024,CUST007,Logistics,5559,Vietnam,CEO,7380,23,2302,38784,FALSE,7/25/2024,25,5,TRUE,30,0,241,13,12.6,23,33,8/17/2026,17132.1
819,Garfield,Garlee,ggarleemq@ovh.net,Male,202.135.70.80,819,LinkedIn,12/9/2023,12,FALSE,12/26/2025,TRUE,4/28/2025,TRUE,11/23/2025,CUST009,Manufacturing,4475,Thailand,Head of Ops,12829,45,3239,11624,FALSE,9/28/2025,26,0,FALSE,7,1,239,46,9.9,73,61.3,6/17/2025,48929
820,Valina,Tarbath,vtarbathmr@123-reg.co.uk,Female,62.154.243.45,820,LinkedIn,5/6/2023,61,FALSE,7/22/2024,TRUE,5/10/2023,TRUE,1/2/2024,CUST006,Finance,6423,Vietnam,Consultant,8681,67,2770,29794,FALSE,2/26/2024,18,10,TRUE,24,8,166,35,15.2,26,29.4,9/20/2025,45418.2
821,Arleen,Sickert,asickertms@smugmug.com,Female,139.185.31.46,821,Event,12/1/2024,86,TRUE,11/4/2023,FALSE,4/9/2025,TRUE,1/1/2024,CUST010,Manufacturing,3972,Thailand,Consultant,28249,46,9321,23658,FALSE,11/23/2024,40,9,FALSE,29,2,227,25,45.6,44,55.1,12/15/2025,9226.2
822,Bald,MacGilrewy,bmacgilrewymt@aol.com,Male,80.208.241.95,822,Google Ads,1/9/2024,99,TRUE,5/14/2023,FALSE,10/20/2025,FALSE,8/28/2024,CUST002,Tech,4669,US,Consultant,11600,28,5107,34303,TRUE,7/31/2024,29,5,FALSE,35,3,390,34,13.4,84,64.1,5/31/2026,1484
823,Jacquette,Castree,jcastreemu@123-reg.co.uk,Female,37.181.188.104,823,Event,10/13/2024,65,TRUE,2/20/2024,TRUE,9/16/2023,TRUE,11/9/2025,CUST001,Tech,6949,DACH,Head of Ops,30205,87,2429,6463,TRUE,2/3/2024,24,4,TRUE,12,3,53,0,10.5,60,28.1,10/1/2025,20816
824,Kingsly,Stilldale,kstilldalemv@naver.com,Male,188.80.29.52,824,Website,3/6/2024,39,FALSE,6/21/2024,FALSE,4/26/2024,FALSE,3/9/2025,CUST008,Logistics,5380,DACH,CTO,35007,92,5475,46784,TRUE,11/18/2024,24,2,TRUE,20,5,59,8,12.8,4,48.1,2/19/2025,8947.7
825,Chancey,Junkison,cjunkisonmw@example.com,Male,103.121.9.12,825,Website,3/30/2023,49,FALSE,6/21/2023,TRUE,8/29/2023,TRUE,3/1/2024,CUST004,Logistics,5725,US,Head of Ops,43373,57,9203,32805,FALSE,1/6/2024,41,9,FALSE,13,7,326,44,41.2,74,59.9,12/26/2026,33057.4
826,Urson,Senner,usennermx@shinystat.com,Male,223.214.224.212,826,Google Ads,5/18/2023,88,FALSE,2/5/2025,TRUE,4/13/2025,TRUE,8/25/2025,CUST006,Logistics,9924,DACH,Head of Ops,44113,61,2900,45205,TRUE,12/8/2024,46,6,FALSE,21,8,440,50,30.1,72,31.7,4/8/2025,11785.5
827,Forrest,Baly,fbalymy@stanford.edu,Male,153.234.135.145,827,LinkedIn,12/8/2024,62,TRUE,11/1/2024,TRUE,8/17/2023,TRUE,8/8/2025,CUST002,Retail,1016,Vietnam,Consultant,44541,45,0,21671,FALSE,11/9/2024,20,7,FALSE,22,7,137,46,20.9,88,56.5,6/14/2026,20785.2
828,Bartholemy,Dobrovsky,bdobrovskymz@vistaprint.com,Male,229.140.43.140,828,Google Ads,7/1/2023,76,FALSE,5/28/2024,TRUE,11/26/2025,FALSE,3/2/2024,CUST010,Finance,5829,Thailand,CTO,9719,5,3277,5911,TRUE,12/28/2024,20,5,FALSE,7,9,131,17,12.8,96,76.3,12/19/2025,9456.3
829,Horst,Jullian,hjulliann0@prweb.com,Polygender,130.63.111.144,829,LinkedIn,10/7/2023,97,TRUE,1/11/2024,FALSE,2/12/2025,TRUE,8/8/2025,CUST006,Finance,5105,Thailand,Head of Ops,4257,85,2973,42633,TRUE,3/15/2024,26,0,TRUE,49,4,53,8,47.1,79,7.6,12/7/2026,47390.6
830,Andonis,MacAdie,amacadien1@51.la,Male,66.166.245.187,830,Website,9/19/2024,15,FALSE,12/1/2023,FALSE,6/11/2025,FALSE,9/17/2025,CUST010,Tech,7073,Vietnam,CEO,5303,50,9676,46926,TRUE,12/25/2025,9,0,FALSE,0,10,357,2,5.7,12,6.7,7/30/2026,16912.4
831,Kevon,Gorioli,kgoriolin2@unesco.org,Male,1.217.220.49,831,LinkedIn,2/27/2023,83,FALSE,11/27/2025,FALSE,4/12/2025,FALSE,1/12/2024,CUST001,Retail,4673,Vietnam,CTO,22428,64,5834,47138,TRUE,6/14/2024,44,2,FALSE,34,4,318,30,36.6,23,74,5/11/2025,41551.6
832,Rafe,Bingall,rbingalln3@hao123.com,Male,48.171.204.28,832,LinkedIn,10/17/2024,45,TRUE,2/18/2024,TRUE,3/18/2025,FALSE,8/5/2024,CUST010,Tech,2644,Thailand,CTO,4224,20,5499,46217,FALSE,7/31/2024,41,2,FALSE,4,7,179,7,35.5,41,79,4/23/2026,30598.2
833,Dallas,Scates,dscatesn4@tuttocitta.it,Female,166.209.153.198,833,LinkedIn,7/19/2023,4,TRUE,7/7/2025,FALSE,6/5/2023,TRUE,8/15/2024,CUST008,Logistics,8657,DACH,Consultant,26186,51,8194,29836,FALSE,3/29/2025,2,3,TRUE,50,7,398,33,27,82,1.9,8/1/2026,19261.7
834,Corenda,Rudyard,crudyardn5@mediafire.com,Female,179.37.133.221,834,LinkedIn,8/19/2024,99,FALSE,1/8/2025,TRUE,9/9/2023,FALSE,12/8/2025,CUST006,Logistics,7500,Thailand,Head of Ops,24621,27,7808,32931,TRUE,1/30/2025,34,1,FALSE,13,4,315,45,33.6,20,58.1,6/5/2026,15699.9
835,Stepha,Claye,sclayen6@multiply.com,Female,185.234.7.109,835,LinkedIn,10/23/2023,17,TRUE,1/2/2024,TRUE,1/27/2025,TRUE,4/12/2025,CUST003,Tech,8441,US,Head of Ops,30602,13,6496,11318,TRUE,2/29/2024,30,10,FALSE,28,10,167,25,21.2,28,22.2,9/22/2026,22287.4
836,Kane,Wardley,kwardleyn7@washington.edu,Non-binary,94.73.145.48,836,LinkedIn,8/3/2024,83,FALSE,9/2/2023,FALSE,2/7/2025,FALSE,10/23/2025,CUST002,Manufacturing,6999,Thailand,CEO,2330,63,4398,32869,FALSE,8/26/2025,19,1,FALSE,21,7,400,28,42.3,97,61.1,5/12/2025,11947.3
837,Zacherie,Zupo,zzupon8@dmoz.org,Male,243.191.164.37,837,Google Ads,12/6/2024,20,TRUE,12/28/2025,TRUE,6/8/2024,FALSE,12/13/2025,CUST005,Logistics,2170,Thailand,CTO,20151,49,2996,8057,FALSE,1/31/2024,19,3,TRUE,39,2,381,35,21.3,38,5.6,4/4/2025,27622.5
838,Carmel,Summerlie,csummerlien9@exblog.jp,Female,91.168.8.53,838,LinkedIn,9/24/2024,72,FALSE,8/21/2023,FALSE,2/20/2023,FALSE,12/18/2024,CUST004,Manufacturing,1192,APAC,Head of Ops,29206,40,492,41664,TRUE,8/20/2024,48,3,FALSE,4,10,205,30,5.6,24,16.6,6/14/2025,28546.9
839,Hartwell,Stivey,hstiveyna@google.co.jp,Male,157.110.61.35,839,Event,1/27/2024,12,TRUE,8/9/2024,FALSE,3/31/2025,FALSE,5/17/2025,CUST006,Retail,3364,DACH,Consultant,31656,98,8956,4574,FALSE,6/21/2024,25,6,FALSE,3,8,274,45,14.2,6,98.3,10/13/2026,30797.1
840,Craig,Quarles,cquarlesnb@wisc.edu,Male,202.8.72.65,840,LinkedIn,6/18/2023,8,TRUE,6/3/2023,TRUE,4/1/2023,TRUE,3/11/2024,CUST004,Tech,9183,Thailand,CTO,30706,59,1371,45810,TRUE,2/10/2025,48,0,TRUE,10,8,173,36,45,34,32.6,11/29/2026,20230.4
841,Cybill,Titley,ctitleync@tumblr.com,Female,224.242.78.166,841,Event,4/12/2024,71,TRUE,1/10/2023,FALSE,10/23/2025,TRUE,5/2/2025,CUST005,Logistics,2361,US,Head of Ops,16440,8,606,14348,FALSE,6/6/2024,14,10,TRUE,18,6,142,28,2.6,57,64.3,8/31/2026,41786.2
842,Nicolais,Roullier,nroulliernd@addthis.com,Male,205.96.250.110,842,LinkedIn,3/5/2023,23,FALSE,3/23/2025,FALSE,6/13/2024,TRUE,8/27/2025,CUST002,Logistics,7578,US,Head of Ops,34455,48,1843,12622,TRUE,6/20/2025,47,2,TRUE,2,2,408,47,47.5,0,3.3,12/15/2026,22911.2
843,Peta,Mapholm,pmapholmne@amazon.co.uk,Female,197.56.40.224,843,Event,5/25/2023,49,TRUE,5/21/2024,TRUE,4/5/2024,FALSE,5/12/2025,CUST004,Logistics,518,DACH,CTO,38757,43,7576,18866,TRUE,5/30/2024,18,8,FALSE,22,5,363,7,42.5,58,30.2,10/13/2026,27841.2
844,Shirline,Kentish,skentishnf@yale.edu,Female,255.123.97.101,844,Google Ads,2/12/2023,92,TRUE,4/24/2025,TRUE,9/12/2023,TRUE,11/23/2025,CUST010,Tech,8824,APAC,Head of Ops,37228,70,5577,48658,TRUE,11/9/2025,25,1,FALSE,42,5,434,11,0,20,63.6,4/12/2025,38760.6
845,Tabor,Gisborne,tgisborneng@github.com,Male,72.241.53.49,845,LinkedIn,5/6/2024,34,FALSE,12/29/2025,TRUE,4/1/2023,FALSE,3/8/2025,CUST006,Finance,8331,DACH,CEO,1867,50,2135,14528,FALSE,4/15/2024,24,10,TRUE,20,0,226,7,42.1,19,91,5/29/2026,24271
846,Sanford,Cartlidge,scartlidgenh@umn.edu,Male,12.70.191.183,846,LinkedIn,11/29/2023,48,FALSE,7/22/2024,FALSE,7/20/2024,FALSE,3/16/2025,CUST008,Logistics,712,APAC,Head of Ops,17409,2,7890,8532,FALSE,4/13/2024,7,3,FALSE,23,5,351,27,33.8,43,70.3,12/3/2026,20881.7
847,Matthaeus,O'Dempsey,modempseyni@opensource.org,Male,38.124.184.143,847,Event,2/28/2023,18,FALSE,3/24/2024,FALSE,2/26/2024,FALSE,1/29/2024,CUST008,Manufacturing,8366,Vietnam,CEO,29813,91,7699,47566,FALSE,12/1/2025,46,8,TRUE,10,3,294,42,29.9,9,76.7,3/4/2025,49717.3
848,Skipp,Rudyard,srudyardnj@loc.gov,Male,5.128.144.166,848,Google Ads,7/10/2023,59,TRUE,12/9/2024,FALSE,5/15/2024,FALSE,10/25/2025,CUST009,Logistics,5374,APAC,CTO,20383,47,6525,39672,FALSE,5/24/2025,46,2,TRUE,28,2,104,43,14,96,17.1,4/13/2026,43830.8
849,Diarmid,Rickerby,drickerbynk@webmd.com,Agender,80.73.0.118,849,LinkedIn,7/15/2024,19,FALSE,1/18/2025,TRUE,4/9/2025,TRUE,10/5/2025,CUST009,Logistics,2103,US,CEO,26421,75,913,1672,FALSE,4/7/2024,33,3,TRUE,4,1,426,20,10.6,58,18.1,12/19/2026,29167.3
850,Mayor,Franchyonok,mfranchyonoknl@miitbeian.gov.cn,Male,171.211.102.235,850,Website,8/30/2023,79,TRUE,10/16/2024,TRUE,8/16/2023,FALSE,10/28/2024,CUST010,Logistics,7814,APAC,CEO,37930,35,5407,31508,FALSE,7/17/2025,31,9,FALSE,35,5,359,45,26.6,92,11.4,7/21/2025,31866
851,Barbe,Scoffham,bscoffhamnm@businessweek.com,Non-binary,207.191.45.151,851,LinkedIn,5/25/2024,63,FALSE,9/17/2023,FALSE,9/23/2023,FALSE,10/7/2025,CUST001,Manufacturing,6784,APAC,Head of Ops,4964,95,5606,14801,TRUE,11/8/2025,39,4,TRUE,1,1,9,49,40.2,8,44.1,7/30/2025,7612.1
852,Cherice,Norrington,cnorringtonnn@nih.gov,Female,67.119.186.130,852,LinkedIn,3/4/2023,12,TRUE,1/3/2023,TRUE,11/1/2024,FALSE,11/30/2024,CUST005,Tech,856,Vietnam,Consultant,26958,15,8838,38447,FALSE,9/4/2025,33,7,TRUE,34,7,367,18,41.3,50,8.2,2/2/2026,7558.5
853,Andee,Weinmann,aweinmannno@cafepress.com,Female,194.18.111.130,853,Google Ads,12/3/2024,99,TRUE,8/14/2024,FALSE,11/4/2025,FALSE,12/16/2024,CUST002,Tech,1152,Vietnam,Consultant,4167,38,1290,33922,TRUE,8/18/2024,41,4,FALSE,9,7,200,20,19.2,62,85.2,7/11/2026,4703.4
854,Isabelita,Prosser,iprossernp@tmall.com,Female,45.78.90.110,854,Event,5/5/2024,13,FALSE,7/18/2024,TRUE,8/9/2025,FALSE,9/6/2024,CUST009,Retail,7256,APAC,Head of Ops,4929,80,8528,2926,FALSE,10/20/2024,47,7,TRUE,31,1,223,0,40,96,84.7,11/29/2025,19307
855,Greta,Lampel,glampelnq@livejournal.com,Female,35.115.173.5,855,Website,5/16/2023,37,FALSE,2/10/2025,FALSE,6/18/2024,FALSE,2/17/2025,CUST005,Tech,9271,Vietnam,Consultant,40267,13,4654,43814,TRUE,9/21/2024,44,1,FALSE,41,4,205,4,10.2,12,33.9,8/7/2025,25754.4
856,Scarlet,Vicar,svicarnr@va.gov,Female,103.74.215.103,856,Website,2/8/2024,32,TRUE,1/14/2023,FALSE,12/3/2023,TRUE,2/20/2025,CUST008,Retail,3846,DACH,CEO,36427,45,4595,525,FALSE,2/23/2024,46,3,FALSE,32,1,361,47,2.7,98,77.1,4/28/2026,44279.1
857,Delmar,Mountstephen,dmountstephenns@multiply.com,Male,46.249.141.117,857,Website,10/27/2023,42,FALSE,1/14/2024,TRUE,7/8/2024,TRUE,11/12/2025,CUST008,Tech,6795,APAC,Head of Ops,9945,24,4813,45861,FALSE,2/27/2025,17,1,FALSE,41,9,418,28,36,41,49.1,4/9/2025,44763.7
858,Rosanna,Ainsworth,rainsworthnt@liveinternet.ru,Female,77.52.245.140,858,Website,8/7/2024,54,TRUE,1/30/2025,FALSE,5/17/2025,FALSE,7/31/2024,CUST001,Retail,2014,DACH,CTO,16499,50,5610,33794,FALSE,7/21/2025,49,8,TRUE,43,8,330,34,36.7,98,86.5,3/16/2026,34535.7
859,Sybyl,O' Cuolahan,socuolahannu@kickstarter.com,Female,253.223.56.44,859,Website,2/9/2023,18,TRUE,5/18/2023,TRUE,9/3/2023,FALSE,12/15/2024,CUST006,Logistics,696,Thailand,Consultant,228,70,7847,38761,FALSE,2/3/2025,1,8,FALSE,15,6,293,41,3.3,1,73.9,3/5/2025,25953.4
860,Tore,Bromby,tbrombynv@gizmodo.com,Male,50.94.30.129,860,Website,4/4/2024,6,TRUE,4/5/2025,TRUE,11/9/2023,TRUE,5/16/2024,CUST009,Tech,1009,Vietnam,CEO,18612,27,3864,2203,TRUE,11/20/2025,13,4,TRUE,18,1,174,1,38.4,29,42.8,1/9/2025,9006.7
861,Camella,Drewe,cdrewenw@desdev.cn,Female,33.1.232.207,861,Website,5/16/2024,63,FALSE,2/18/2023,FALSE,1/17/2023,FALSE,12/15/2024,CUST004,Finance,3130,Thailand,Head of Ops,41994,42,1533,41366,TRUE,7/8/2024,37,3,FALSE,31,2,161,28,32.9,13,65.6,4/28/2026,18326.3
862,Richardo,Sloyan,rsloyannx@sun.com,Male,46.184.53.217,862,Google Ads,5/28/2024,100,FALSE,6/24/2023,FALSE,12/17/2023,TRUE,5/16/2025,CUST001,Retail,5968,Vietnam,CTO,16416,6,6399,1033,TRUE,12/20/2025,19,0,FALSE,8,6,50,3,37.8,36,86.4,8/10/2026,8227.6
863,Gibbie,Shervil,gshervilny@bloomberg.com,Male,198.255.79.215,863,LinkedIn,1/30/2023,52,FALSE,7/7/2025,TRUE,7/6/2025,TRUE,4/17/2024,CUST010,Retail,3175,US,CTO,26958,59,502,9694,TRUE,6/18/2024,47,1,TRUE,10,0,102,21,43.3,53,78.7,4/28/2026,10582.7
864,Donnie,Boldt,dboldtnz@engadget.com,Male,94.125.97.244,864,Event,1/2/2024,8,TRUE,4/22/2024,FALSE,7/27/2023,FALSE,11/21/2024,CUST006,Tech,9538,APAC,Head of Ops,7192,69,3873,39160,FALSE,6/16/2025,19,5,TRUE,18,4,359,40,42.9,41,81.2,7/21/2025,30284.4
865,Erv,Patinkin,epatinkino0@soundcloud.com,Male,90.229.149.195,865,Google Ads,10/17/2023,84,FALSE,12/13/2024,TRUE,5/1/2025,TRUE,4/13/2024,CUST010,Tech,1885,Vietnam,Consultant,43686,23,2940,549,TRUE,1/25/2025,7,3,FALSE,9,9,14,50,19.6,35,44.8,12/28/2025,33228.2
866,Hulda,Franks,hfrankso1@ycombinator.com,Female,71.23.78.230,866,Google Ads,9/2/2024,74,FALSE,7/21/2025,TRUE,6/26/2025,FALSE,4/20/2024,CUST006,Logistics,2633,Thailand,CTO,25030,30,4616,33741,FALSE,8/23/2024,11,2,FALSE,22,8,223,1,2,31,98.7,2/19/2026,48305.1
867,Cherise,Hillatt,chillatto2@free.fr,Female,90.9.54.13,867,Google Ads,11/26/2023,29,TRUE,9/25/2023,FALSE,8/25/2023,FALSE,9/18/2025,CUST006,Retail,3615,US,CTO,29555,90,2414,1501,TRUE,4/17/2024,19,9,FALSE,12,0,47,10,47.7,82,7.5,2/12/2025,5457.1
868,Matthus,Dirr,mdirro3@japanpost.jp,Male,244.101.22.193,868,Website,2/17/2024,21,FALSE,9/5/2025,TRUE,6/15/2024,TRUE,11/2/2025,CUST003,Tech,3306,US,CEO,14405,86,7291,45722,TRUE,5/20/2025,41,1,TRUE,40,8,463,19,31.3,31,63.2,9/3/2026,32367.7
